"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1418","CART-11 Verify cart page url","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","417","SEARCH-06 Verify Price VIsible","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","5934","LOGIN-05 login email field visible","chromium","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","813","CART-11 Verify cart page url","webkit","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","618","LOGIN-07 verify logout button visible","chromium","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","584","CART-10 Verify current url contains automation exercise","chromium","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","870","HOME-16 Verify Brand visible","webkit","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","85","API-11 PUT Update Post API","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","854","CHECKOUT-11 Verify page title contains automation","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","839","CHECKOUT-10 Verify cart page contains cart text","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","1455","SHIPPING-15 Verify products page body visible","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","14","API-18 Validate Post Contains Body","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","392","CART-11 Verify cart page url","chromium","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","15","API-07 Validate Post Contains UserId","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1420","SHIPPING-16 Verify cart page url contains view cart","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","38","API-06 POST Create Post API","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1406","SHIPPING-19 Verify footer visible","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1389","CHECKOUT-11 Verify page title contains automation","firefox","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","609","HOME-04 Verify home page button visible","chromium","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","1413","SHIPPING-03 Verify cart page body visible","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","417","SHIPPING-09 Verify body visible","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1423","SHIPPING-12 Verify cart button visible","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1383","CHECKOUT-10 Verify cart page contains cart text","firefox","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","878","HOME-03 Verify delete account button visible","webkit","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","855","CHECKOUT-09 Verify products button enabled","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","770","HOME-13 Verify Right Arrow visible","webkit","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","460","API-01 Validate Post Contains Title","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","591","CART-04 Verify cart page opens","chromium","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","1395","SHIPPING-09 Verify body visible","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","739","LOGIN-08 verify Sucessfull logout","webkit","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","25","API-13 Validate User ID Exists","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1403","SHIPPING-05 Verify billing address section locator created","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","601","LOGIN-08 verify Sucessfull logout","chromium","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","18","API-14 Validate Response Title","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","24","API-20 Validate Response Is JSON","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","624","SEARCH-15 Verify Add To Cart","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","1428","SHIPPING-18 Verify page title contains automation","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","739","SEARCH-05 Verify Image VIsible","webkit","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","17","API-03 Validate Response Header Exists","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","858","SEARCH-01 Verify Products Page Opens","webkit","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","60346","LOGIN-03 empty credentials","chromium","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","726","HOME-04 Verify home page button visible","webkit","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","604","CHECKOUT-09 Verify products button enabled","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","480","HOME-02 Verify logout button visible","chromium","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","429","CHECKOUT-10 Verify cart page contains cart text","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","858","SEARCH-04 Verify Search Product","webkit","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","1447","CHECKOUT-12 Verify body visible on products page","firefox","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","1423","SEARCH-03 Verify Search Button Visible","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","783","LOGIN-02 invalid password","webkit","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","32","API-19 DELETE Post API","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","607","SHIPPING-10 Verify shipping flow navigation","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","60126","LOGIN-04 invalid email formatrahul@@gmail.com","firefox","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","746","CART-05 Verify body visible on cart page","webkit","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","62737","LOGIN-04 invalid email formatrahul#gmail.com","chromium","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","18","API-13 Validate User ID Exists","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","879","CHECKOUT-05 Verify contact page navigation","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","28","API-05 Validate API Response Object","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1534","SEARCH-10 Verify Women Category Visible","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","580","SEARCH-01 Verify Products Page Opens","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","592","CHECKOUT-07 Verify subscription text available","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","424","SEARCH-13 Verify first product visible","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","327","LOGIN-02 invalid password","chromium","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","1393","CART-13 Verify cart button enabled","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","891","CHECKOUT-08 Verify home page navigation","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","869","CHECKOUT-07 Verify subscription text available","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","18","API-07 Validate Post Contains UserId","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1389","HOME-13 Verify Right Arrow visible","firefox","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","582","SHIPPING-06 Verify comment box locator created","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","28","API-17 Validate Array Response","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","6189","LOGIN-06 login password field visible","webkit","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","858","SHIPPING-14 Verify cart button enabled","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1452","CART-01 Verify products page opens","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","879","SHIPPING-20 Verify subscription section visible","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1535","CART-12 Verify products url","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","62861","LOGIN-04 invalid email formatrahul.com","webkit","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","738","SEARCH-08 Verify Add to Cart VIsible","webkit","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","6365","LOGIN-06 login password field visible","firefox","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","60102","LOGIN-04 invalid email formatrahul@gmail","firefox","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","1386","SEARCH-04 Verify Search Product","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","560","HOME-09 Verify Video Tutorials button visible","chromium","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","863","CHECKOUT-02 Verify cart page opens","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","710","CHECKOUT-04 Verify products page opens","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","618","SEARCH-04 Verify Search Product","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","1539","SHIPPING-01 Verify cart page opens","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1417","CART-15 Verify page loaded successfully","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","27","API-19 DELETE Post API","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","426","CART-09 Verify page title contains automation","chromium","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","877","SHIPPING-19 Verify footer visible","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","62645","LOGIN-04 invalid email formatrahul gmail@gmail.com","chromium","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","16","API-02 GET Posts API","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","606","CHECKOUT-03 Verify footer visible","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","25","API-02 GET Posts API","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","718","CART-03 Verify products button visible","webkit","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","1430","HOME-02 Verify logout button visible","firefox","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","598","HOME-01 Verify home page visible successfully","chromium","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","1401","CART-04 Verify cart page opens","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","19","API-05 Validate API Response Object","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","62544","LOGIN-04 invalid email formatrahulgmail.com","chromium","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","584","CART-13 Verify cart button enabled","chromium","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","869","LOGIN-07 verify logout button visible","webkit","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","6400","LOGIN-05 login email field visible","firefox","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","44","API-06 POST Create Post API","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","870","SHIPPING-01 Verify cart page opens","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","17","API-16 Validate Content Type","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1402","HOME-04 Verify home page button visible","firefox","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","617","SEARCH-10 Verify Women Category Visible","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","607","CHECKOUT-05 Verify contact page navigation","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","15","API-09 Validate Response Body","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1449","SHIPPING-10 Verify shipping flow navigation","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","62724","LOGIN-04 invalid email formatrahul@@gmail.com","chromium","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","711","CHECKOUT-06 Verify cart button enabled","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","1426","SHIPPING-07 Verify place order button locator created","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","26","API-08 GET Single Post API","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","407","SEARCH-17 Verify View Cart Visible","chromium","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","877","SHIPPING-08 Verify review order section locator created","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1420","SEARCH-12 Verify Men Category Visible","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","538","LOGIN-01 valid Login","chromium","2026-06-03","failed","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","1496","SEARCH-08 Verify Add to Cart VIsible","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","37","API-12 Validate API Response Time","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","1395","CART-07 Verify product page navigation","firefox","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","884","SEARCH-12 Verify Men Category Visible","webkit","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
"","440","SHIPPING-15 Verify products page body visible","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1409","CHECKOUT-16 Verify logout button visible","firefox","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","1417","SHIPPING-02 Verify products page opens","firefox","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","879","CART-10 Verify current url contains automation exercise","webkit","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","893","SHIPPING-12 Verify cart button visible","webkit","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","16","API-20 Validate Response Is JSON","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","20","API-10 Validate Total Posts Returned","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","26","API-12 Validate API Response Time","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","601","CHECKOUT-15 Verify contact button visible","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","35","API-11 PUT Update Post API","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","590","CHECKOUT-11 Verify page title contains automation","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","717","CHECKOUT-12 Verify body visible on products page","webkit","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","428","SHIPPING-03 Verify cart page body visible","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","760","HOME-11 Verify Logo visible","webkit","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","599","SHIPPING-02 Verify products page opens","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","19","API-16 Validate Content Type","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","431","HOME-14 Verify Category visible","chromium","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","17","API-15 Validate Status Code 200","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","26","API-04 Validate Post ID","firefox","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","436","CHECKOUT-13 Verify current url contains automationexercise","chromium","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","609","SHIPPING-19 Verify footer visible","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1456","HOME-05 Verify API list button visible","firefox","2026-06-03","failed","2026-06-03","Home Page Tests","home/home.spec.js","",""
"","30","API-17 Validate Array Response","chromium","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","861","CART-01 Verify products page opens","webkit","2026-06-03","failed","2026-06-03","Cart Module Tests","cart managment/cart.spec.js","",""
"","60109","LOGIN-04 invalid email format@gmail.com","firefox","2026-06-03","broken","2026-06-03","Login Tests","Authentication/login.spec.js","",""
"","1368","CHECKOUT-02 Verify cart page opens","firefox","2026-06-03","failed","2026-06-03","Checkout And Order Module","checkout/checkout.spec.js","",""
"","17","API-05 Validate API Response Object","webkit","2026-06-03","passed","2026-06-03","API Testing Module","API/api.spec.js","",""
"","420","SHIPPING-14 Verify cart button enabled","chromium","2026-06-03","failed","2026-06-03","Shipping Address Module","shipping/shipping.spec.js","",""
"","1397","SEARCH-13 Verify first product visible","firefox","2026-06-03","failed","2026-06-03","Product Module Tests","search/search.spec.js","",""
